Date,Name,Price
16.09.2002,LIK,24.3
16.09.2002,FUR. 800,23.0
16.09.2002,FUR 1500 (High),
16.09.2002,FUR. 1500 (Low),21.9
15.08.2002,LP 95,50.5
15.08.2002,LP 92,47.5
15.08.2002,LAD,28.0
15.08.2002,LSD,33.3
15.08.2002,LK,21.0
15.08.2002,LIK,23.3
15.08.2002,FUR. 800,21.9
15.08.2002,FUR 1500 (High),
15.08.2002,FUR. 1500 (Low),21.2
29.07.2002,LP 95,50.5
29.07.2002,LP 92,47.5
29.07.2002,LAD,27.5
29.07.2002,LSD,32.8
29.07.2002,LK,20.4
29.07.2002,LIK,22.7
29.07.2002,FUR. 800,20.9
29.07.2002,FUR 1500 (High),
29.07.2002,FUR. 1500 (Low),20.2
15.07.2002,LP 95,50.5
15.07.2002,LP 92,47.5
15.07.2002,LAD,27.5
15.07.2002,LSD,32.8
15.07.2002,LK,20.5
15.07.2002,LIK,22.8
15.07.2002,FUR. 800,20.9
15.07.2002,FUR 1500 (High),
15.07.2002,FUR. 1500 (Low),20.2
21.06.2002,LP 95,57.5
21.06.2002,LP 92,54.5
21.06.2002,LAD,30.5
21.06.2002,LSD,35.3
21.06.2002,LK,20.9
21.06.2002,LIK,23.2
21.06.2002,FUR. 800,21.4
21.06.2002,FUR 1500 (High),
21.06.2002,FUR. 1500 (Low),21.0
21.05.2002,LP 95,57.0
21.05.2002,LP 92,54.0
21.05.2002,LAD,30.0
21.05.2002,LSD,35.3
21.05.2002,LK,20.9
21.05.2002,LIK,23.2
21.05.2002,FUR. 800,21.4
21.05.2002,FUR 1500 (High),
21.05.2002,FUR. 1500 (Low),20.0
22.04.2002,LP 95,55.0
22.04.2002,LP 92,52.0
22.04.2002,LAD,28.0
22.04.2002,LSD,33.3
22.04.2002,LK,19.4
22.04.2002,LIK,21.7
22.04.2002,FUR. 800,19.4
22.04.2002,FUR 1500 (High),
22.04.2002,FUR. 1500 (Low),18.0
22.03.2002,LP 95,53.0
22.03.2002,LP 92,50.0
22.03.2002,LAD,26.0
22.03.2002,LSD,31.3
22.03.2002,LK,17.4
22.03.2002,LIK,19.7
22.03.2002,FUR. 800,17.4
22.03.2002,FUR 1500 (High),
22.03.2002,FUR. 1500 (Low),16.0
25.02.2002,LP 95,52.0
25.02.2002,LP 92,49.0
25.02.2002,LAD,26.0
25.02.2002,LSD,31.3
25.02.2002,LK,17.4
25.02.2002,LIK,19.7
25.02.2002,FUR. 800,17.0
25.02.2002,FUR 1500 (High),
25.02.2002,FUR. 1500 (Low),15.5
28.12.2001,LP 95,53.0
28.12.2001,LP 92,50.0
28.12.2001,LAD,16.5
28.12.2001,LSD,31.8
28.12.2001,LK,17.4
28.12.2001,LIK,19.7
28.12.2001,FUR. 800,17.0
28.12.2001,FUR 1500 (High),
28.12.2001,FUR. 1500 (Low),15.8
15.11.2001,LP 95,53.0
15.11.2001,LP 92,50.0
15.11.2001,LAD,27.5
15.11.2001,LSD,32.8
15.11.2001,LK,17.4
15.11.2001,LIK,19.7
15.11.2001,FUR. 800,17.0
15.11.2001,FUR 1500 (High),
15.11.2001,FUR. 1500 (Low),15.8
15.04.2001,LP 95,53.0
15.04.2001,LP 92,50.0
15.04.2001,LAD,27.5
15.04.2001,LSD,32.8
15.04.2001,LK,19.4
15.04.2001,LIK,21.7
15.04.2001,FUR. 800,17.0
15.04.2001,FUR 1500 (High),
15.04.2001,FUR. 1500 (Low),15.8
27.12.2000,LP 95,53.0
27.12.2000,LP 92,50.0
27.12.2000,LAD,24.5
27.12.2000,LSD,29.8
27.12.2000,LK,18.4
27.12.2000,LIK,20.7
27.12.2000,FUR. 800,15.1
27.12.2000,FUR 1500 (High),
27.12.2000,FUR. 1500 (Low),14.0
16.11.2000,LP 95,53.0
16.11.2000,LP 92,50.0
16.11.2000,LAD,21.5
16.11.2000,LSD,26.8
16.11.2000,LK,17.4
16.11.2000,LIK,19.7
16.11.2000,FUR. 800,13.7
16.11.2000,FUR 1500 (High),
16.11.2000,FUR. 1500 (Low),12.7
12.06.2000,LP 95,53.0
12.06.2000,LP 92,50.0
12.06.2000,LAD,19.5
12.06.2000,LSD,24.8
12.06.2000,LK,15.4
12.06.2000,LIK,17.7
12.06.2000,FUR. 800,10.5
12.06.2000,FUR 1500 (High),
12.06.2000,FUR. 1500 (Low),9.8
07.02.2000,LP 95,53.0
07.02.2000,LP 92,50.0
07.02.2000,LAD,16.2
07.02.2000,LSD,21.5
07.02.2000,LK,15.4
07.02.2000,LIK,17.7
07.02.2000,FUR. 800,7.5
07.02.2000,FUR 1500 (High),
07.02.2000,FUR. 1500 (Low),6.8
26.05.1999,LP 95,53.0
26.05.1999,LP 92,50.0
26.05.1999,LAD,13.2
26.05.1999,LSD,18.5
26.05.1999,LK,10.4
26.05.1999,LIK,12.7
26.05.1999,FUR. 800,7.5
26.05.1999,FUR 1500 (High),
26.05.1999,FUR. 1500 (Low),6.8
28.09.1996,LP 95,55.0
28.09.1996,LP 92,50.0
28.09.1996,LAD,13.2
28.09.1996,LSD,18.5
28.09.1996,LK,10.4
28.09.1996,LIK,12.7
28.09.1996,FUR. 800,7.5
28.09.1996,FUR 1500 (High),
28.09.1996,FUR. 1500 (Low),6.8
09.02.1995,LP 95,42.5
09.02.1995,LP 92,40.0
09.02.1995,LAD,12.4
09.02.1995,LSD,15.2
09.02.1995,LK,9.5
09.02.1995,LIK,11.8
09.02.1995,FUR. 800,6.25
09.02.1995,FUR 1500 (High),
09.02.1995,FUR. 1500 (Low),5.55
26.01.1995,LP 95,42.5
26.01.1995,LP 92,40.0
26.01.1995,LAD,11.4
26.01.1995,LSD,14.2
26.01.1995,LK,9.5
26.01.1995,LIK,11.8
26.01.1995,FUR. 800,6.25
26.01.1995,FUR 1500 (High),
26.01.1995,FUR. 1500 (Low),5.55
28.06.1994,LP 95,37.5
28.06.1994,LP 92,35.0
28.06.1994,LAD,11.4
28.06.1994,LSD,14.2
28.06.1994,LK,9.5
28.06.1994,LIK,11.8
28.06.1994,FUR. 800,6.25
28.06.1994,FUR 1500 (High),
28.06.1994,FUR. 1500 (Low),5.55
28.03.1994,LP 95,37.5
28.03.1994,LP 92,35.0
28.03.1994,LAD,12.4
28.03.1994,LSD,12.2
28.03.1994,LK,11.8
28.03.1994,LIK,11.8
28.03.1994,FUR. 800,6.25
28.03.1994,FUR 1500 (High),
28.03.1994,FUR. 1500 (Low),5.55
17.02.1994,LP 95,37.5
17.02.1994,LP 92,35.0
17.02.1994,LAD,12.3
17.02.1994,LSD,15.1
17.02.1994,LK,11.8
17.02.1994,LIK,11.8
17.02.1994,FUR. 800,6.25
17.02.1994,FUR 1500 (High),
17.02.1994,FUR. 1500 (Low),5.55
17.12.1993,LP 95,37.5
17.12.1993,LP 92,35.0
17.12.1993,LAD,12.2
17.12.1993,LSD,15.0
17.12.1993,LK,11.8
17.12.1993,LIK,11.8
17.12.1993,FUR. 800,6.25
17.12.1993,FUR 1500 (High),
17.12.1993,FUR. 1500 (Low),5.55
14.10.1993,LP 95,37.5
14.10.1993,LP 92,35.0
14.10.1993,LAD,12.0
14.10.1993,LSD,14.8
14.10.1993,LK,11.8
14.10.1993,LIK,11.8
14.10.1993,FUR. 800,6.25
14.10.1993,FUR 1500 (High),
14.10.1993,FUR. 1500 (Low),5.55
30.08.1993,LP 95,35.5
30.08.1993,LP 92,33.0
30.08.1993,LAD,11.9
30.08.1993,LSD,14.7
30.08.1993,LK,11.8
30.08.1993,LIK,11.8
30.08.1993,FUR. 800,6.25
30.08.1993,FUR 1500 (High),
30.08.1993,FUR. 1500 (Low),5.55
12.07.1993,LP 95,35.5
12.07.1993,LP 92,33.0
12.07.1993,LAD,11.8
12.07.1993,LSD,14.6
12.07.1993,LK,11.8
12.07.1993,LIK,11.8
12.07.1993,FUR. 800,6.25
12.07.1993,FUR 1500 (High),
12.07.1993,FUR. 1500 (Low),5.55
11.06.1993,LP 95,35.5
11.06.1993,LP 92,33.0
11.06.1993,LAD,11.7
11.06.1993,LSD,14.5
11.06.1993,LK,11.8
11.06.1993,LIK,11.8
11.06.1993,FUR. 800,6.25
11.06.1993,FUR 1500 (High),
11.06.1993,FUR. 1500 (Low),5.55
07.06.1993,LP 95,35.5
07.06.1993,LP 92,33.0
07.06.1993,LAD,11.7
07.06.1993,LSD,14.5
07.06.1993,LK,8.8
07.06.1993,LIK,9.85
07.06.1993,FUR. 800,6.25
07.06.1993,FUR 1500 (High),
07.06.1993,FUR. 1500 (Low),5.55
21.12.1992,LP 95,35.5
21.12.1992,LP 92,33.0
21.12.1992,LAD,11.65
21.12.1992,LSD,14.5
21.12.1992,LK,8.8
21.12.1992,LIK,9.85
21.12.1992,FUR. 800,6.25
21.12.1992,FUR 1500 (High),
21.12.1992,FUR. 1500 (Low),5.55
03.10.1992,LP 95,35.5
03.10.1992,LP 92,33.0
03.10.1992,LAD,11.6
03.10.1992,LSD,14.5
03.10.1992,LK,8.8
03.10.1992,LIK,9.85
03.10.1992,FUR. 800,6.25
03.10.1992,FUR 1500 (High),
03.10.1992,FUR. 1500 (Low),5.55
21.08.1992,LP 95,35.5
21.08.1992,LP 92,33.0
21.08.1992,LAD,11.55
21.08.1992,LSD,14.5
21.08.1992,LK,8.8
21.08.1992,LIK,9.85
21.08.1992,FUR. 800,6.25
21.08.1992,FUR 1500 (High),
21.08.1992,FUR. 1500 (Low),5.55
14.07.1992,LP 95,32.5
14.07.1992,LP 92,30.0
14.07.1992,LAD,11.55
14.07.1992,LSD,14.5
14.07.1992,LK,8.8
14.07.1992,LIK,9.85
14.07.1992,FUR. 800,6.25
14.07.1992,FUR 1500 (High),
14.07.1992,FUR. 1500 (Low),5.55
28.06.1992,LP 95,32.5
28.06.1992,LP 92,30.0
28.06.1992,LAD,11.5
28.06.1992,LSD,14.5
28.06.1992,LK,8.8
28.06.1992,LIK,9.85
28.06.1992,FUR. 800,6.25
28.06.1992,FUR 1500 (High),
28.06.1992,FUR. 1500 (Low),5.55
13.05.1992,LP 95,32.5
13.05.1992,LP 92,30.0
13.05.1992,LAD,11.5
13.05.1992,LSD,13.5
13.05.1992,LK,8.8
13.05.1992,LIK,9.85
13.05.1992,FUR. 800,6.25
13.05.1992,FUR 1500 (High),
13.05.1992,FUR. 1500 (Low),5.55
01.01.1991,LP 95,32.5
01.01.1991,LP 92,30.0
01.01.1991,LAD,11.0
01.01.1991,LSD,13.0
01.01.1991,LK,8.8
01.01.1991,LIK,9.85
01.01.1991,FUR. 800,6.25
01.01.1991,FUR 1500 (High),
01.01.1991,FUR. 1500 (Low),5.55
26.12.1990,LP 95,32.5
26.12.1990,LP 92,30.0
26.12.1990,LAD,11.0
26.12.1990,LSD,13.0
26.12.1990,LK,8.8
26.12.1990,LIK,9.85
26.12.1990,FUR. 800,6.3
26.12.1990,FUR 1500 (High),
26.12.1990,FUR. 1500 (Low),5.6
05.11.1990,LP 95,38.0
05.11.1990,LP 92,35.0
05.11.1990,LAD,13.0
05.11.1990,LSD,15.0
05.11.1990,LK,8.8
05.11.1990,LIK,9.58
05.11.1990,FUR. 800,6.3
05.11.1990,FUR 1500 (High),
05.11.1990,FUR. 1500 (Low),5.6
14.08.1990,LP 95,27.0
14.08.1990,LP 92,25.0
14.08.1990,LAD,11.0
14.08.1990,LSD,12.5
14.08.1990,LK,8.0
14.08.1990,LIK,9.85
14.08.1990,FUR. 800,5.4
14.08.1990,FUR 1500 (High),
14.08.1990,FUR. 1500 (Low),4.9
01.03.1990,LP 95,22.0
01.03.1990,LP 92,20.0
01.03.1990,LAD,9.6
01.03.1990,LSD,10.9
01.03.1990,LK,6.58
01.03.1990,LIK,9.85
01.03.1990,FUR. 800,4.7
01.03.1990,FUR 1500 (High),
01.03.1990,FUR. 1500 (Low),4.29
